legacy_id,sale_legacy_id,customer_legacy_id,folio,sale_reference,issue_date,due_date,credit_days_applied,total,paid_amount,balance,notes
credit-note:1,sale:1,2,MIG-JM-CRED-1,MIG-JM-VENTA-1,2025-07-08,2025-07-23,15,230,230,0,Venta origen: 1 | Usuario origen: ALONDRA2025 | Credito abonado origen: 230 | Status origen: 0
credit-note:435,sale:435,8,MIG-JM-CRED-435,MIG-JM-VENTA-435,2025-10-22,2025-11-06,15,104,104,0,Venta origen: 435 | Usuario origen: ALONDRA2025 | Credito abonado origen: 104 | Status origen: 1
credit-note:436,sale:436,2,MIG-JM-CRED-436,MIG-JM-VENTA-436,2025-10-22,2025-11-06,15,25,25,0,Venta origen: 436 | Usuario origen: ALONDRA2025 | Credito abonado origen: 25 | Status origen: 1
credit-note:437,sale:437,8,MIG-JM-CRED-437,MIG-JM-VENTA-437,2025-10-22,2025-11-06,15,13800,13800,0,Venta origen: 437 | Usuario origen: ALONDRA2025 | Credito abonado origen: 13800 | Status origen: 1
credit-note:438,sale:438,29,MIG-JM-CRED-438,MIG-JM-VENTA-438,2025-10-22,2025-11-21,30,4150,4150,0,Venta origen: 438 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4150 | Status origen: 1
credit-note:439,sale:439,7,MIG-JM-CRED-439,MIG-JM-VENTA-439,2025-10-23,2025-11-22,30,4228,4228,0,Venta origen: 439 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4228 | Status origen: 1
credit-note:440,sale:440,2,MIG-JM-CRED-440,MIG-JM-VENTA-440,2025-10-23,2025-11-07,15,3850,3850,0,Venta origen: 440 | Usuario origen: ALONDRA2025 | Credito abonado origen: 3850 | Status origen: 1
credit-note:441,sale:441,12,MIG-JM-CRED-441,MIG-JM-VENTA-441,2025-10-23,2025-11-22,30,1840,1840,0,Venta origen: 441 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1840 | Status origen: 1
credit-note:442,sale:442,33,MIG-JM-CRED-442,MIG-JM-VENTA-442,2025-10-23,2025-11-07,15,90,90,0,Venta origen: 442 | Usuario origen: ALONDRA2025 | Credito abonado origen: 90 | Status origen: 1
credit-note:443,sale:443,5,MIG-JM-CRED-443,MIG-JM-VENTA-443,2025-10-23,2025-11-07,15,8800,8800,0,Venta origen: 443 | Usuario origen: ALONDRA2025 | Credito abonado origen: 8800 | Status origen: 1
credit-note:444,sale:444,2,MIG-JM-CRED-444,MIG-JM-VENTA-444,2025-10-23,2025-11-07,15,241,241,0,Venta origen: 444 | Usuario origen: ALONDRA2025 | Credito abonado origen: 241 | Status origen: 1
credit-note:445,sale:445,13,MIG-JM-CRED-445,MIG-JM-VENTA-445,2025-10-24,2025-11-08,15,4700,4700,0,Venta origen: 445 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:446,sale:446,8,MIG-JM-CRED-446,MIG-JM-VENTA-446,2025-10-24,2025-11-08,15,1440,1440,0,Venta origen: 446 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1440 | Status origen: 1
credit-note:447,sale:447,7,MIG-JM-CRED-447,MIG-JM-VENTA-447,2025-10-24,2025-11-23,30,96,96,0,Venta origen: 447 | Usuario origen: ALONDRA2025 | Credito abonado origen: 96 | Status origen: 1
credit-note:448,sale:448,2,MIG-JM-CRED-448,MIG-JM-VENTA-448,2025-10-24,2025-11-08,15,545,545,0,Venta origen: 448 | Usuario origen: ALONDRA2025 | Credito abonado origen: 545 | Status origen: 1
credit-note:449,sale:449,35,MIG-JM-CRED-449,MIG-JM-VENTA-449,2025-10-24,2025-11-23,30,1939,1939,0,Venta origen: 449 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1939 | Status origen: 1
credit-note:450,sale:450,2,MIG-JM-CRED-450,MIG-JM-VENTA-450,2025-10-24,2025-11-08,15,30,30,0,Venta origen: 450 | Usuario origen: ALONDRA2025 | Credito abonado origen: 30 | Status origen: 1
credit-note:451,sale:451,12,MIG-JM-CRED-451,MIG-JM-VENTA-451,2025-10-24,2025-11-23,30,1610,1610,0,Venta origen: 451 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1610 | Status origen: 1
credit-note:452,sale:452,28,MIG-JM-CRED-452,MIG-JM-VENTA-452,2025-10-24,2025-11-08,15,9200,9200,0,Venta origen: 452 | Usuario origen: ALONDRA2025 | Credito abonado origen: 9200 | Status origen: 1
credit-note:453,sale:453,3,MIG-JM-CRED-453,MIG-JM-VENTA-453,2025-10-24,2025-11-08,15,16000,16000,0,Venta origen: 453 | Usuario origen: ALEXA2025 | Credito abonado origen: 16000 | Status origen: 1
credit-note:454,sale:454,2,MIG-JM-CRED-454,MIG-JM-VENTA-454,2025-10-24,2025-11-08,15,90,90,0,Venta origen: 454 | Usuario origen: ALONDRA2025 | Credito abonado origen: 90 | Status origen: 1
credit-note:455,sale:455,35,MIG-JM-CRED-455,MIG-JM-VENTA-455,2025-10-25,2025-11-24,30,1800,1800,0,Venta origen: 455 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1800 | Status origen: 1
credit-note:456,sale:456,6,MIG-JM-CRED-456,MIG-JM-VENTA-456,2025-10-25,2025-11-09,15,4700,4700,0,Venta origen: 456 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:457,sale:457,5,MIG-JM-CRED-457,MIG-JM-VENTA-457,2025-10-25,2025-11-09,15,12000,12000,0,Venta origen: 457 | Usuario origen: ALONDRA2025 | Credito abonado origen: 12000 | Status origen: 1
credit-note:458,sale:458,30,MIG-JM-CRED-458,MIG-JM-VENTA-458,2025-10-25,2025-11-24,30,1064,1064,0,Venta origen: 458 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1064 | Status origen: 1
credit-note:459,sale:459,8,MIG-JM-CRED-459,MIG-JM-VENTA-459,2025-10-25,2025-11-09,15,1455,1455,0,Venta origen: 459 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1455 | Status origen: 1
credit-note:460,sale:460,18,MIG-JM-CRED-460,MIG-JM-VENTA-460,2025-10-25,2025-11-09,15,2500,2500,0,Venta origen: 460 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2500 | Status origen: 1
credit-note:461,sale:461,30,MIG-JM-CRED-461,MIG-JM-VENTA-461,2025-10-27,2025-11-11,15,2562.5,2562.5,0,Venta origen: 461 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2562.5 | Status origen: 1
credit-note:462,sale:462,35,MIG-JM-CRED-462,MIG-JM-VENTA-462,2025-10-27,2025-11-26,30,4700,4700,0,Venta origen: 462 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:463,sale:463,3,MIG-JM-CRED-463,MIG-JM-VENTA-463,2025-10-27,2025-11-11,15,168,168,0,Venta origen: 463 | Usuario origen: ALONDRA2025 | Credito abonado origen: 168 | Status origen: 1
credit-note:464,sale:464,36,MIG-JM-CRED-464,MIG-JM-VENTA-464,2025-10-27,2025-11-11,15,1000,1000,0,Venta origen: 464 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1000 | Status origen: 1
credit-note:465,sale:465,37,MIG-JM-CRED-465,MIG-JM-VENTA-465,2025-10-27,2025-11-11,15,1800,1800,0,Venta origen: 465 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1800 | Status origen: 1
credit-note:466,sale:466,6,MIG-JM-CRED-466,MIG-JM-VENTA-466,2025-10-27,2025-10-27,1,2754,2754,0,Venta origen: 466 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2754 | Status origen: 1
credit-note:467,sale:467,9,MIG-JM-CRED-467,MIG-JM-VENTA-467,2025-10-27,2025-11-11,15,1372,1372,0,Venta origen: 467 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1372 | Status origen: 1
credit-note:468,sale:468,2,MIG-JM-CRED-468,MIG-JM-VENTA-468,2025-10-27,2025-11-11,15,73,73,0,Venta origen: 468 | Usuario origen: ALONDRA2025 | Credito abonado origen: 73 | Status origen: 1
credit-note:469,sale:469,3,MIG-JM-CRED-469,MIG-JM-VENTA-469,2025-10-27,2025-11-11,15,2070,2070,0,Venta origen: 469 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2070 | Status origen: 1
credit-note:470,sale:470,16,MIG-JM-CRED-470,MIG-JM-VENTA-470,2025-10-27,2025-11-26,30,15,0,15,Venta origen: 470 | Usuario origen: ALONDRA2025 | Credito abonado origen: 0 | Status origen: 1
credit-note:471,sale:471,12,MIG-JM-CRED-471,MIG-JM-VENTA-471,2025-10-27,2025-11-26,30,1380,1380,0,Venta origen: 471 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1380 | Status origen: 1
credit-note:472,sale:472,8,MIG-JM-CRED-472,MIG-JM-VENTA-472,2025-10-27,2025-11-11,15,104,104,0,Venta origen: 472 | Usuario origen: ALONDRA2025 | Credito abonado origen: 104 | Status origen: 1
credit-note:473,sale:473,7,MIG-JM-CRED-473,MIG-JM-VENTA-473,2025-10-27,2025-11-26,30,127,127,0,Venta origen: 473 | Usuario origen: ALONDRA2025 | Credito abonado origen: 127 | Status origen: 1
credit-note:474,sale:474,38,MIG-JM-CRED-474,MIG-JM-VENTA-474,2025-10-27,2025-11-26,30,8440,8440,0,Venta origen: 474 | Usuario origen: ALONDRA2025 | Credito abonado origen: 8440 | Status origen: 1
credit-note:475,sale:475,8,MIG-JM-CRED-475,MIG-JM-VENTA-475,2025-10-27,2025-11-11,15,121,121,0,Venta origen: 475 | Usuario origen: ALONDRA2025 | Credito abonado origen: 121 | Status origen: 1
credit-note:476,sale:476,38,MIG-JM-CRED-476,MIG-JM-VENTA-476,2025-10-27,2025-11-26,30,1180,1180,0,Venta origen: 476 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1180 | Status origen: 1
credit-note:477,sale:477,30,MIG-JM-CRED-477,MIG-JM-VENTA-477,2025-10-27,2025-11-26,30,79,79,0,Venta origen: 477 | Usuario origen: ALONDRA2025 | Credito abonado origen: 79 | Status origen: 1
credit-note:478,sale:478,19,MIG-JM-CRED-478,MIG-JM-VENTA-478,2025-10-28,2025-11-12,15,7144,7144,0,Venta origen: 478 | Usuario origen: ALONDRA2025 | Credito abonado origen: 7144 | Status origen: 1
credit-note:479,sale:479,35,MIG-JM-CRED-479,MIG-JM-VENTA-479,2025-10-28,2025-11-27,30,1524,1524,0,Venta origen: 479 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1524 | Status origen: 1
credit-note:480,sale:480,8,MIG-JM-CRED-480,MIG-JM-VENTA-480,2025-10-28,2025-11-12,15,100,100,0,Venta origen: 480 | Usuario origen: ALONDRA2025 | Credito abonado origen: 100 | Status origen: 1
credit-note:481,sale:481,2,MIG-JM-CRED-481,MIG-JM-VENTA-481,2025-10-28,2025-11-12,15,80,80,0,Venta origen: 481 | Usuario origen: ALONDRA2025 | Credito abonado origen: 80 | Status origen: 1
credit-note:482,sale:482,7,MIG-JM-CRED-482,MIG-JM-VENTA-482,2025-10-29,2025-11-28,30,4700,4700,0,Venta origen: 482 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:483,sale:483,3,MIG-JM-CRED-483,MIG-JM-VENTA-483,2025-10-29,2025-11-13,15,1077,1077,0,Venta origen: 483 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1077 | Status origen: 1
credit-note:484,sale:484,18,MIG-JM-CRED-484,MIG-JM-VENTA-484,2025-10-29,2025-11-13,15,8400,8400,0,Venta origen: 484 | Usuario origen: ALONDRA2025 | Credito abonado origen: 8400 | Status origen: 1
credit-note:485,sale:485,3,MIG-JM-CRED-485,MIG-JM-VENTA-485,2025-10-29,2025-11-13,15,1393,1393,0,Venta origen: 485 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1393 | Status origen: 1
credit-note:486,sale:486,8,MIG-JM-CRED-486,MIG-JM-VENTA-486,2025-10-29,2025-11-13,15,100,100,0,Venta origen: 486 | Usuario origen: ALONDRA2025 | Credito abonado origen: 100 | Status origen: 1
credit-note:487,sale:487,30,MIG-JM-CRED-487,MIG-JM-VENTA-487,2025-10-29,2025-11-28,30,1180,1180,0,Venta origen: 487 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1180 | Status origen: 1
credit-note:488,sale:488,3,MIG-JM-CRED-488,MIG-JM-VENTA-488,2025-10-30,2025-11-14,15,197,197,0,Venta origen: 488 | Usuario origen: ALONDRA2025 | Credito abonado origen: 197 | Status origen: 1
credit-note:489,sale:489,5,MIG-JM-CRED-489,MIG-JM-VENTA-489,2025-10-30,2025-11-14,15,9580,9580,0,Venta origen: 489 | Usuario origen: ALONDRA2025 | Credito abonado origen: 9580 | Status origen: 1
credit-note:490,sale:490,2,MIG-JM-CRED-490,MIG-JM-VENTA-490,2025-10-30,2025-11-14,15,30,30,0,Venta origen: 490 | Usuario origen: ALONDRA2025 | Credito abonado origen: 30 | Status origen: 1
credit-note:491,sale:491,2,MIG-JM-CRED-491,MIG-JM-VENTA-491,2025-10-30,2025-11-14,15,90,90,0,Venta origen: 491 | Usuario origen: ALONDRA2025 | Credito abonado origen: 90 | Status origen: 1
credit-note:492,sale:492,2,MIG-JM-CRED-492,MIG-JM-VENTA-492,2025-10-30,2025-11-14,15,26,26,0,Venta origen: 492 | Usuario origen: ALONDRA2025 | Credito abonado origen: 26 | Status origen: 1
credit-note:493,sale:493,28,MIG-JM-CRED-493,MIG-JM-VENTA-493,2025-10-30,2025-11-14,15,9200,9200,0,Venta origen: 493 | Usuario origen: ALONDRA2025 | Credito abonado origen: 9200 | Status origen: 1
credit-note:494,sale:494,35,MIG-JM-CRED-494,MIG-JM-VENTA-494,2025-10-30,2025-11-29,30,3718,3718,0,Venta origen: 494 | Usuario origen: ALONDRA2025 | Credito abonado origen: 3718 | Status origen: 1
credit-note:495,sale:495,6,MIG-JM-CRED-495,MIG-JM-VENTA-495,2025-10-30,2025-10-30,1,1427,1427,0,Venta origen: 495 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1427 | Status origen: 1
credit-note:496,sale:496,31,MIG-JM-CRED-496,MIG-JM-VENTA-496,2025-10-30,2025-11-14,15,4700,4700,0,Venta origen: 496 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:497,sale:497,3,MIG-JM-CRED-497,MIG-JM-VENTA-497,2025-10-30,2025-11-14,15,7144,7144,0,Venta origen: 497 | Usuario origen: ALONDRA2025 | Credito abonado origen: 7144 | Status origen: 1
credit-note:498,sale:498,3,MIG-JM-CRED-498,MIG-JM-VENTA-498,2025-10-30,2025-11-14,15,7449,7449,0,Venta origen: 498 | Usuario origen: ALONDRA2025 | Credito abonado origen: 7449 | Status origen: 1
credit-note:499,sale:499,30,MIG-JM-CRED-499,MIG-JM-VENTA-499,2025-10-31,2025-11-30,30,825,825,0,Venta origen: 499 | Usuario origen: ALONDRA2025 | Credito abonado origen: 825 | Status origen: 1
credit-note:500,sale:500,2,MIG-JM-CRED-500,MIG-JM-VENTA-500,2025-10-31,2025-11-15,15,49,49,0,Venta origen: 500 | Usuario origen: ALONDRA2025 | Credito abonado origen: 49 | Status origen: 1
credit-note:501,sale:501,7,MIG-JM-CRED-501,MIG-JM-VENTA-501,2025-10-31,2025-11-30,30,1914,1914,0,Venta origen: 501 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1914 | Status origen: 1
credit-note:502,sale:502,35,MIG-JM-CRED-502,MIG-JM-VENTA-502,2025-10-31,2025-11-30,30,4847,4847,0,Venta origen: 502 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4847 | Status origen: 1
credit-note:503,sale:503,7,MIG-JM-CRED-503,MIG-JM-VENTA-503,2025-10-31,2025-11-30,30,127,127,0,Venta origen: 503 | Usuario origen: ALONDRA2025 | Credito abonado origen: 127 | Status origen: 1
credit-note:504,sale:504,2,MIG-JM-CRED-504,MIG-JM-VENTA-504,2025-10-31,2025-11-15,15,8400,8400,0,Venta origen: 504 | Usuario origen: ALONDRA2025 | Credito abonado origen: 8400 | Status origen: 1
credit-note:505,sale:505,3,MIG-JM-CRED-505,MIG-JM-VENTA-505,2025-10-31,2025-11-15,15,16000,16000,0,Venta origen: 505 | Usuario origen: ALEXA2025 | Credito abonado origen: 16000 | Status origen: 1
credit-note:506,sale:506,3,MIG-JM-CRED-506,MIG-JM-VENTA-506,2025-10-31,2025-11-15,15,15000,15000,0,Venta origen: 506 | Usuario origen: ALEXA2025 | Credito abonado origen: 15000 | Status origen: 1
credit-note:507,sale:507,2,MIG-JM-CRED-507,MIG-JM-VENTA-507,2025-11-01,2025-11-16,15,66,66,0,Venta origen: 507 | Usuario origen: ALONDRA2025 | Credito abonado origen: 66 | Status origen: 1
credit-note:508,sale:508,6,MIG-JM-CRED-508,MIG-JM-VENTA-508,2025-11-01,2025-11-01,1,381,381,0,Venta origen: 508 | Usuario origen: ALONDRA2025 | Credito abonado origen: 381 | Status origen: 1
credit-note:509,sale:509,2,MIG-JM-CRED-509,MIG-JM-VENTA-509,2025-11-01,2025-11-16,15,104,104,0,Venta origen: 509 | Usuario origen: ALONDRA2025 | Credito abonado origen: 104 | Status origen: 1
credit-note:510,sale:510,3,MIG-JM-CRED-510,MIG-JM-VENTA-510,2025-11-01,2025-11-16,15,15000,15000,0,Venta origen: 510 | Usuario origen: ALEXA2025 | Credito abonado origen: 15000 | Status origen: 1
credit-note:511,sale:511,34,MIG-JM-CRED-511,MIG-JM-VENTA-511,2025-11-01,2025-12-01,30,8200,8200,0,Venta origen: 511 | Usuario origen: ALONDRA2025 | Credito abonado origen: 8200 | Status origen: 1
credit-note:512,sale:512,30,MIG-JM-CRED-512,MIG-JM-VENTA-512,2025-11-01,2025-12-01,30,85,85,0,Venta origen: 512 | Usuario origen: ALONDRA2025 | Credito abonado origen: 85 | Status origen: 1
credit-note:513,sale:513,2,MIG-JM-CRED-513,MIG-JM-VENTA-513,2025-11-01,2025-11-16,15,36,36,0,Venta origen: 513 | Usuario origen: ALONDRA2025 | Credito abonado origen: 36 | Status origen: 1
credit-note:514,sale:514,5,MIG-JM-CRED-514,MIG-JM-VENTA-514,2025-11-03,2025-11-18,15,9785,9785,0,Venta origen: 514 | Usuario origen: ALONDRA2025 | Credito abonado origen: 9785 | Status origen: 1
credit-note:515,sale:515,8,MIG-JM-CRED-515,MIG-JM-VENTA-515,2025-11-03,2025-11-18,15,149,149,0,Venta origen: 515 | Usuario origen: ALONDRA2025 | Credito abonado origen: 149 | Status origen: 1
credit-note:516,sale:516,30,MIG-JM-CRED-516,MIG-JM-VENTA-516,2025-11-03,2025-12-03,30,1666,1666,0,Venta origen: 516 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1666 | Status origen: 1
credit-note:517,sale:517,39,MIG-JM-CRED-517,MIG-JM-VENTA-517,2025-11-03,2025-12-03,30,2045,2045,0,Venta origen: 517 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2045 | Status origen: 1
credit-note:518,sale:518,7,MIG-JM-CRED-518,MIG-JM-VENTA-518,2025-11-03,2025-12-03,30,4700,4700,0,Venta origen: 518 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:519,sale:519,2,MIG-JM-CRED-519,MIG-JM-VENTA-519,2025-11-04,2025-11-19,15,22,22,0,Venta origen: 519 | Usuario origen: ALONDRA2025 | Credito abonado origen: 22 | Status origen: 1
credit-note:520,sale:520,39,MIG-JM-CRED-520,MIG-JM-VENTA-520,2025-11-04,2025-12-04,30,865,865,0,Venta origen: 520 | Usuario origen: ALONDRA2025 | Credito abonado origen: 865 | Status origen: 1
credit-note:521,sale:521,19,MIG-JM-CRED-521,MIG-JM-VENTA-521,2025-11-04,2025-11-19,15,11400,11400,0,Venta origen: 521 | Usuario origen: ALONDRA2025 | Credito abonado origen: 11400 | Status origen: 1
credit-note:522,sale:522,32,MIG-JM-CRED-522,MIG-JM-VENTA-522,2025-11-04,2025-12-04,30,2800,0,2800,Venta origen: 522 | Usuario origen: ALONDRA2025 | Credito abonado origen: 0 | Status origen: 1
credit-note:523,sale:523,8,MIG-JM-CRED-523,MIG-JM-VENTA-523,2025-11-04,2025-11-19,15,13600,13600,0,Venta origen: 523 | Usuario origen: ALONDRA2025 | Credito abonado origen: 13600 | Status origen: 1
credit-note:524,sale:524,33,MIG-JM-CRED-524,MIG-JM-VENTA-524,2025-11-04,2025-11-19,15,56,56,0,Venta origen: 524 | Usuario origen: ALONDRA2025 | Credito abonado origen: 56 | Status origen: 1
credit-note:525,sale:525,2,MIG-JM-CRED-525,MIG-JM-VENTA-525,2025-11-04,2025-11-04,1,2820,2820,0,Venta origen: 525 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2820 | Status origen: 1
credit-note:526,sale:526,28,MIG-JM-CRED-526,MIG-JM-VENTA-526,2025-11-04,2025-11-19,15,8600,8600,0,Venta origen: 526 | Usuario origen: ALONDRA2025 | Credito abonado origen: 8600 | Status origen: 1
credit-note:527,sale:527,7,MIG-JM-CRED-527,MIG-JM-VENTA-527,2025-11-04,2025-12-04,30,4700,4700,0,Venta origen: 527 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:528,sale:528,2,MIG-JM-CRED-528,MIG-JM-VENTA-528,2025-11-04,2025-11-19,15,31,31,0,Venta origen: 528 | Usuario origen: ALONDRA2025 | Credito abonado origen: 31 | Status origen: 1
credit-note:529,sale:529,5,MIG-JM-CRED-529,MIG-JM-VENTA-529,2025-11-04,2025-11-19,15,4200,4200,0,Venta origen: 529 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4200 | Status origen: 1
credit-note:530,sale:530,3,MIG-JM-CRED-530,MIG-JM-VENTA-530,2025-11-04,2025-11-19,15,15000,15000,0,Venta origen: 530 | Usuario origen: ALEXA2025 | Credito abonado origen: 15000 | Status origen: 1
credit-note:531,sale:531,3,MIG-JM-CRED-531,MIG-JM-VENTA-531,2025-11-04,2025-11-19,15,15000,15000,0,Venta origen: 531 | Usuario origen: ALEXA2025 | Credito abonado origen: 15000 | Status origen: 1
credit-note:532,sale:532,18,MIG-JM-CRED-532,MIG-JM-VENTA-532,2025-11-05,2025-11-20,15,2500,2500,0,Venta origen: 532 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2500 | Status origen: 1
credit-note:533,sale:533,35,MIG-JM-CRED-533,MIG-JM-VENTA-533,2025-11-05,2025-12-05,30,1270,1270,0,Venta origen: 533 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1270 | Status origen: 1
credit-note:534,sale:534,35,MIG-JM-CRED-534,MIG-JM-VENTA-534,2025-11-05,2025-12-05,30,2000,2000,0,Venta origen: 534 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2000 | Status origen: 1
credit-note:535,sale:535,6,MIG-JM-CRED-535,MIG-JM-VENTA-535,2025-11-05,2025-11-05,1,4700,4700,0,Venta origen: 535 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:536,sale:536,21,MIG-JM-CRED-536,MIG-JM-VENTA-536,2025-11-05,2025-11-20,15,1230,1230,0,Venta origen: 536 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1230 | Status origen: 1
credit-note:537,sale:537,33,MIG-JM-CRED-537,MIG-JM-VENTA-537,2025-11-05,2025-11-20,15,517,517,0,Venta origen: 537 | Usuario origen: ALONDRA2025 | Credito abonado origen: 517 | Status origen: 1
credit-note:538,sale:538,33,MIG-JM-CRED-538,MIG-JM-VENTA-538,2025-11-05,2025-11-20,15,517,517,0,Venta origen: 538 | Usuario origen: ALONDRA2025 | Credito abonado origen: 517 | Status origen: 1
credit-note:539,sale:539,7,MIG-JM-CRED-539,MIG-JM-VENTA-539,2025-11-06,2025-12-06,30,1350,1350,0,Venta origen: 539 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1350 | Status origen: 1
credit-note:540,sale:540,2,MIG-JM-CRED-540,MIG-JM-VENTA-540,2025-11-06,2025-11-06,1,49,49,0,Venta origen: 540 | Usuario origen: ALONDRA2025 | Credito abonado origen: 49 | Status origen: 1
credit-note:541,sale:541,8,MIG-JM-CRED-541,MIG-JM-VENTA-541,2025-11-06,2025-11-21,15,90,90,0,Venta origen: 541 | Usuario origen: ALONDRA2025 | Credito abonado origen: 90 | Status origen: 1
credit-note:542,sale:542,5,MIG-JM-CRED-542,MIG-JM-VENTA-542,2025-11-06,2025-11-21,15,4700,4700,0,Venta origen: 542 | Usuario origen: ALONDRA2025 | Credito abonado origen: 4700 | Status origen: 1
credit-note:543,sale:543,22,MIG-JM-CRED-543,MIG-JM-VENTA-543,2025-11-06,2025-11-21,15,310,310,0,Venta origen: 543 | Usuario origen: ALONDRA2025 | Credito abonado origen: 310 | Status origen: 1
credit-note:544,sale:544,40,MIG-JM-CRED-544,MIG-JM-VENTA-544,2025-11-06,2025-12-06,30,1900,1900,0,Venta origen: 544 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1900 | Status origen: 1
credit-note:545,sale:545,41,MIG-JM-CRED-545,MIG-JM-VENTA-545,2025-11-06,2025-12-06,30,2800,2800,0,Venta origen: 545 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2800 | Status origen: 1
credit-note:546,sale:546,41,MIG-JM-CRED-546,MIG-JM-VENTA-546,2025-11-06,2025-12-06,30,2800,2800,0,Venta origen: 546 | Usuario origen: ALONDRA2025 | Credito abonado origen: 2800 | Status origen: 1
credit-note:547,sale:547,2,MIG-JM-CRED-547,MIG-JM-VENTA-547,2025-11-06,2025-11-06,1,60,60,0,Venta origen: 547 | Usuario origen: ALONDRA2025 | Credito abonado origen: 60 | Status origen: 1
credit-note:548,sale:548,5,MIG-JM-CRED-548,MIG-JM-VENTA-548,2025-11-06,2025-11-21,15,1380,1380,0,Venta origen: 548 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1380 | Status origen: 1
credit-note:549,sale:549,2,MIG-JM-CRED-549,MIG-JM-VENTA-549,2025-11-07,2025-11-06,1,157,157,0,Venta origen: 549 | Usuario origen: ALONDRA2025 | Credito abonado origen: 157 | Status origen: 1
credit-note:550,sale:550,3,MIG-JM-CRED-550,MIG-JM-VENTA-550,2025-11-07,2025-11-22,15,9660,0,9660,Venta origen: 550 | Usuario origen: ALONDRA2025 | Credito abonado origen: 0 | Status origen: 1
credit-note:551,sale:551,3,MIG-JM-CRED-551,MIG-JM-VENTA-551,2025-11-07,2025-11-22,15,14976,14976,0,Venta origen: 551 | Usuario origen: ALONDRA2025 | Credito abonado origen: 14976 | Status origen: 1
credit-note:552,sale:552,2,MIG-JM-CRED-552,MIG-JM-VENTA-552,2025-11-07,2025-11-22,15,575,575,0,Venta origen: 552 | Usuario origen: ALONDRA2025 | Credito abonado origen: 575 | Status origen: 1
credit-note:553,sale:553,2,MIG-JM-CRED-553,MIG-JM-VENTA-553,2025-11-07,2025-11-22,15,517.5,517.5,0,Venta origen: 553 | Usuario origen: ALONDRA2025 | Credito abonado origen: 517.5 | Status origen: 1
credit-note:554,sale:554,30,MIG-JM-CRED-554,MIG-JM-VENTA-554,2025-11-07,2025-12-07,30,3031,3031,0,Venta origen: 554 | Usuario origen: ALONDRA2025 | Credito abonado origen: 3031 | Status origen: 1
credit-note:555,sale:555,34,MIG-JM-CRED-555,MIG-JM-VENTA-555,2025-11-07,2025-12-07,30,5900,5900,0,Venta origen: 555 | Usuario origen: ALONDRA2025 | Credito abonado origen: 5900 | Status origen: 1
credit-note:556,sale:556,2,MIG-JM-CRED-556,MIG-JM-VENTA-556,2025-11-07,2025-11-22,15,1069.5,1069.5,0,Venta origen: 556 | Usuario origen: ALONDRA2025 | Credito abonado origen: 1069.5 | Status origen: 1
