legacy_id,branch_legacy_id,sku,barcode,name,category_legacy_id,base_uom_legacy_id,purchase_price,wholesale_price,retail_price,min_stock,stock_qty,description,is_divisible,is_active,created_at
277,branch:jesus-maria,MAT-00277,,TUBO FUSION CLI 3/4X4 4.1MTS,category:materiales,measure:2,0,82,83,1,0,ID producto origen: 277 | Medida origen: Pieza(s),false,true,
278,branch:jesus-maria,MAT-00278,0619143663050,CHALUPA GALVANIZADA 1/2 Y 3/4,category:materiales,measure:2,5,7,8,1,44,ID producto origen: 278 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 2.18.29 PM (1).jpeg | Generado sistema origen: 1,false,true,
279,branch:jesus-maria,MAT-00279,0496921960347,MANGUERA TIPO SILICON AZUL DE 1/2X 100 MTS,category:materiales,measure:3,0,8,9,1,15,ID producto origen: 279 | Medida origen: Metro(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-11-14 at 1.29.45 PM.jpeg | Generado sistema origen: 1,true,true,
280,branch:jesus-maria,MAT-00280,4837805558483,MANGUERA VER/AMARILLO USO RUDO 1/2X,category:materiales,measure:2,0,1142,1143,1,100,ID producto origen: 280 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 8.43.15 AM.jpeg | Generado sistema origen: 1,false,true,
281,branch:jesus-maria,MAT-00281,2443967457919,MANGUERA TIPO SILICON AZUL DE 3/4,category:materiales,measure:3,0,15,16,1,63,ID producto origen: 281 | Medida origen: Metro(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-25 at 14.08.53.jpeg | Generado sistema origen: 1,true,true,
282,branch:jesus-maria,MAT-00282,9127920117,CABLE THW 12(NEGRO),category:materiales,measure:3,0,1450,1450,1,198,ID producto origen: 282 | Medida origen: Metro(s),true,true,
283,branch:jesus-maria,MAT-00283,,ANILLO 10X10,category:materiales,measure:1,23,27,27,1,239,ID producto origen: 283 | Medida origen: Kilo(s),true,true,
284,branch:jesus-maria,MAT-00284,,ALAMBRE QUEMADO,category:materiales,measure:1,24.13,28,28,1,509,ID producto origen: 284 | Medida origen: Kilo(s),true,true,
285,branch:jesus-maria,MAT-00285,,ANILLO 10X15,category:materiales,measure:1,19.5,27,27,1,529,ID producto origen: 285 | Medida origen: Kilo(s),true,true,
286,branch:jesus-maria,MAT-00286,,ANILLO 20X20,category:materiales,measure:1,19.5,27,27,1,95,ID producto origen: 286 | Medida origen: Kilo(s),true,true,
287,branch:jesus-maria,MAT-00287,,ALAMBRON,category:materiales,measure:1,22.5,25,25,1,327,ID producto origen: 287 | Medida origen: Kilo(s),true,true,
288,branch:jesus-maria,MAT-00288,,ARMEX SENCILLO 10X15,category:materiales,measure:2,132.04,200,200,1,66,ID producto origen: 288 | Medida origen: Pieza(s),false,true,
289,branch:jesus-maria,MAT-00289,,ARMEX REFORZADO 10X15,category:materiales,measure:2,295,330,330,1,65,ID producto origen: 289 | Medida origen: Pieza(s),false,true,
290,branch:jesus-maria,MAT-00290,,GACOFLEX 3 AA,category:materiales,measure:2,0,1623,1624,1,2,ID producto origen: 290 | Medida origen: Pieza(s),false,true,
291,branch:jesus-maria,MAT-00291,,CLAVO ESTANDAR 2P,category:materiales,measure:1,0,32,33,1,24,ID producto origen: 291 | Medida origen: Kilo(s),true,false,
292,branch:jesus-maria,MAT-00292,4413117811289,CLAVO CONCRETO 2 PULGADAS,category:materiales,measure:1,44.44,59,60,1,22,ID producto origen: 292 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 08.02.17.jpeg | Generado sistema origen: 1,true,true,
293,branch:jesus-maria,MAT-00293,2487907891043,CLAVO ESTANDAR 2 1/2 P,category:materiales,measure:1,28,36,37,1,57,ID producto origen: 293 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 7.53.01 AM.jpeg | Generado sistema origen: 1,true,true,
294,branch:jesus-maria,MAT-00294,5968325852689,CLAVO CONCRETO 2-1/2 PULGADAS,category:materiales,measure:1,44.88,59,60,1,25,ID producto origen: 294 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 08.06.08.jpeg | Generado sistema origen: 1,true,true,
295,branch:jesus-maria,MAT-00295,1979801905755,CLAVO ESTANDAR 3P,category:materiales,measure:1,28,36,37,1,81,ID producto origen: 295 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 8.00.12 AM.jpeg | Generado sistema origen: 1,true,true,
296,branch:jesus-maria,MAT-00296,4589673423218,CLAVO ESTANDAR 4P,category:materiales,measure:1,28.54,38,38,1,48,ID producto origen: 296 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 8.07.21 AM.jpeg | Generado sistema origen: 1,true,true,
297,branch:jesus-maria,MAT-00297,4742264721791,CLAVO CONCRETO 3 PULGADAS,category:materiales,measure:1,0,59,60,1,2,ID producto origen: 297 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 08.11.07.jpeg | Generado sistema origen: 1,true,true,
298,branch:jesus-maria,MAT-00298,6228323006347,CLAVO CONCRETO 3-1/2,category:materiales,measure:1,0,51,52,1,25,ID producto origen: 298 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 08.15.21.jpeg | Generado sistema origen: 1,true,true,
299,branch:jesus-maria,MAT-00299,,mortero 25 kilogramos,category:materiales,measure:1,0,0,0,100,0,ID producto origen: 299 | Medida origen: Kilo(s),true,false,
300,branch:jesus-maria,MAT-00300,7506055100014,SEGUETA SUKI-WAVE (HECORT),category:materiales,measure:2,142.12,14,15,1,11,ID producto origen: 300 | Medida origen: Pieza(s),false,true,
301,branch:jesus-maria,MAT-00301,7506055126144,SEGUETA INFINITY BIMETAL (HECORT),category:materiales,measure:2,0,15,16,1,111,ID producto origen: 301 | Medida origen: Pieza(s),false,true,
302,branch:jesus-maria,MAT-00302,7501206644911,CINTA DE AISLAR NEGRA TRUPER,category:materiales,measure:2,12.07,18,19,1,3,ID producto origen: 302 | Medida origen: Pieza(s),false,true,
303,branch:jesus-maria,MAT-00303,1161609349125,ABRAZADERA ACERO INOX. 1/2,category:materiales,measure:2,0,7,8,1,0,ID producto origen: 303 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 09.32.30.jpeg | Generado sistema origen: 1,false,true,
304,branch:jesus-maria,MAT-00304,7501206646847,CINTA D/AISLAR VERDE TRUPER,category:materiales,measure:2,12.07,17,18,1,20,ID producto origen: 304 | Medida origen: Pieza(s),false,true,
305,branch:jesus-maria,MAT-00305,1390459536113,ABRAZADERA ACERO INOX. 3/4,category:materiales,measure:2,0,7,8,1,0,ID producto origen: 305 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 09.31.49.jpeg | Generado sistema origen: 1,false,true,
306,branch:jesus-maria,MAT-00306,2190016724897,"ABRAZADERA ACERO INOX. 1""",category:materiales,measure:2,0,7,8,1,2,ID producto origen: 306 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 09.31.33.jpeg | Generado sistema origen: 1,false,false,
307,branch:jesus-maria,MAT-00307,,CINTA DE AISLAR DE 18X19MM VERDE TRUPER,category:materiales,measure:2,0,0,0,1,8,ID producto origen: 307 | Medida origen: Pieza(s),false,false,
308,branch:jesus-maria,MAT-00308,0254535412368,"ABRAZADERA ACERO INOX. 2""",category:materiales,measure:2,0,9,10,1,5,ID producto origen: 308 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 09.30.53.jpeg | Generado sistema origen: 1,false,true,
309,branch:jesus-maria,MAT-00309,3077640758940,ABRAZADERA ACERO INOX. 3/8,category:materiales,measure:2,44.32,7,8,1,19,ID producto origen: 309 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-27 at 09.32.06.jpeg | Generado sistema origen: 1,false,true,
310,branch:jesus-maria,MAT-00310,7506240620273,ESPUMA EXPANSIVA 300 ML (TRUPER),category:materiales,measure:2,324.92,88,89,1,0,ID producto origen: 310 | Medida origen: Pieza(s),false,true,
311,branch:jesus-maria,MAT-00311,7501206646861,CINTA D/AISLAR ROJA TRUPER,category:materiales,measure:2,0,17,18,1,5,ID producto origen: 311 | Medida origen: Pieza(s),false,true,
312,branch:jesus-maria,MAT-00312,17506240624681,LIJA D/AGUA GRANO 2000 (TRUPER),category:materiales,measure:2,0,12,13,1,25,ID producto origen: 312 | Medida origen: Pieza(s),false,true,
313,branch:jesus-maria,MAT-00313,7506240671077,CINCHOS PLASTICO NEGROS Y NATURALES,category:materiales,measure:2,0,0.5,0.5,1,943,ID producto origen: 313 | Medida origen: Pieza(s),false,true,
314,branch:jesus-maria,MAT-00314,17506240624674,LIJA D/AGUA GRANO 1500 MICROFINA (TRUPER),category:materiales,measure:2,0,12,13,1,25,ID producto origen: 314 | Medida origen: Pieza(s),false,true,
315,branch:jesus-maria,MAT-00315,17501206685478,LIJA D/AGUA GRANO 500 (TRUPER),category:materiales,measure:2,0,7,7,1,22,ID producto origen: 315 | Medida origen: Pieza(s),false,true,
316,branch:jesus-maria,MAT-00316,17501206685485,LIJA D/AGUA GRANO 600 (TRUPER),category:materiales,measure:2,0,7,7,1,21,ID producto origen: 316 | Medida origen: Pieza(s),false,true,
317,branch:jesus-maria,MAT-00317,17501206603151,LIJA D/ESMERIL ROJA GRANO 36 (TRUPER),category:materiales,measure:2,0,17,18,1,14,ID producto origen: 317 | Medida origen: Pieza(s),false,true,
318,branch:jesus-maria,MAT-00318,6168907651450,CLAVOS DE CONCRETO NEGROS 1-1/2,category:materiales,measure:1,0,67,68,1,1,ID producto origen: 318 | Medida origen: Kilo(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-26 at 07.54.54.jpeg | Generado sistema origen: 1,true,true,
319,branch:jesus-maria,MAT-00319,8148597391674,PIJAS PAVONADA 6X1,category:materiales,measure:2,131,16,17,1,100,ID producto origen: 319 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.21.18 PM (1).jpeg | Generado sistema origen: 1,false,true,
320,branch:jesus-maria,MAT-00320,17501206603168,LIJA D/ESMERIL ROJA GRANO 50 DE OXIDO D/ALUMINIO(TRUPER),category:materiales,measure:2,0,15,16,1,20,ID producto origen: 320 | Medida origen: Pieza(s),false,true,
321,branch:jesus-maria,MAT-00321,5248416566917,PIJAS 6X1-1/4,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 321 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.21.12 PM.jpeg | Generado sistema origen: 1,false,true,
322,branch:jesus-maria,MAT-00322,17501206603175,LIJA D/ESMERIL ROJA GRANO 80 (TRUPER),category:materiales,measure:2,0,13,14,1,23,ID producto origen: 322 | Medida origen: Pieza(s),false,true,
323,branch:jesus-maria,MAT-00323,17501206603182,LIJA D/ESMERIL ROJA GRANO FINO 120 (TRUPER),category:materiales,measure:2,0,12,13,1,22,ID producto origen: 323 | Medida origen: Pieza(s),false,true,
324,branch:jesus-maria,MAT-00324,7010949828811,PIJAS 6X1-1/2,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 324 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.21.06 PM.jpeg | Generado sistema origen: 1,false,true,
325,branch:jesus-maria,MAT-00325,7501206641675,CINTA TEFLON 1/2 (TRUPER),category:materiales,measure:2,3.45,4,4,1,17,ID producto origen: 325 | Medida origen: Pieza(s),false,true,
326,branch:jesus-maria,MAT-00326,8268616091122,PIJAS PAVONADO 6X2,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 326 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.56 PM.jpeg | Generado sistema origen: 1,false,true,
327,branch:jesus-maria,MAT-00327,7501206641682,CINTA TEFLON 3/4 (TRUPER),category:materiales,measure:2,4.74,5,5,1,20,ID producto origen: 327 | Medida origen: Pieza(s),false,true,
328,branch:jesus-maria,MAT-00328,4770347229995,PIJAS PAVONADA 8X3/4,category:materiales,measure:2,0,15,16,1,100,ID producto origen: 328 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.52 PM.jpeg | Generado sistema origen: 1,false,true,
329,branch:jesus-maria,MAT-00329,7502309739801,ZAPAPICO 5LB (TRUPER),category:materiales,measure:2,409.58,298,299,1,1,ID producto origen: 329 | Medida origen: Pieza(s) | Generado sistema origen: 1,false,true,
330,branch:jesus-maria,MAT-00330,6588338926253,PIJAS PAVONADO 8X1,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 330 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.45 PM.jpeg | Generado sistema origen: 1,false,true,
331,branch:jesus-maria,MAT-00331,,TALACHO-PICO 5LB MAMGO D/MADERA 36P (TRUPER),category:materiales,measure:2,0,324,325,1,0,ID producto origen: 331 | Medida origen: Pieza(s),false,true,
332,branch:jesus-maria,MAT-00332,6144322356989,PIJAS PAVONADO 8X1-1/2,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 332 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.37 PM.jpeg | Generado sistema origen: 1,false,true,
333,branch:jesus-maria,MAT-00333,7501206646885,CINTA D/AISLAR BLANCA (TRUPER),category:materiales,measure:2,0,18,18,1,8,ID producto origen: 333 | Medida origen: Pieza(s),false,true,
334,branch:jesus-maria,MAT-00334,7501206685006,PINTURA EN AEROSOL NEGRO MATTE 400ML,category:materiales,measure:2,170.66,49,50,1,4,ID producto origen: 334 | Medida origen: Pieza(s),false,true,
335,branch:jesus-maria,MAT-00335,7501206685013,PINTURA EN AEROSOL BLANCO MATTE 400ML,category:materiales,measure:2,0,49,50,1,2,ID producto origen: 335 | Medida origen: Pieza(s),false,true,
336,branch:jesus-maria,MAT-00336,4618060268085,PIJAS PAVONADO 8X2,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 336 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.30 PM.jpeg | Generado sistema origen: 1,false,true,
337,branch:jesus-maria,MAT-00337,,PIJAS PARA LAMINA 8 X 1-1/2 P (FIERO),category:materiales,measure:2,0,0.5,0.5,1,180,ID producto origen: 337 | Medida origen: Pieza(s),false,true,
338,branch:jesus-maria,MAT-00338,,PIJAS PARA LAMINA 8 X 2P (FIERO),category:materiales,measure:2,0,0.5,0.5,1,200,ID producto origen: 338 | Medida origen: Pieza(s),false,true,
339,branch:jesus-maria,MAT-00339,7094395545201,PIJAS PAVONADA 10X1-1/2,category:materiales,measure:2,0,0.5,0.5,1,98,ID producto origen: 339 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.20 PM.jpeg | Generado sistema origen: 1,false,true,
340,branch:jesus-maria,MAT-00340,5083334871718,PIJAS PAVONADO 10X2,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 340 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.14 PM.jpeg | Generado sistema origen: 1,false,true,
341,branch:jesus-maria,MAT-00341,,PIJAS PARA LAMINA 10 X 1P (FIERO),category:materiales,measure:2,0,0.5,0.5,1,150,ID producto origen: 341 | Medida origen: Pieza(s),false,true,
342,branch:jesus-maria,MAT-00342,,PIJAS PARA LAMINA 10 X 1-1/2 (FIERO),category:materiales,measure:2,0,0.5,0.5,1,150,ID producto origen: 342 | Medida origen: Pieza(s),false,true,
343,branch:jesus-maria,MAT-00343,,PIJAS PAVONADO 10X 2-1/2 (FIERO),category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 343 | Medida origen: Pieza(s),false,true,
344,branch:jesus-maria,MAT-00344,0760369836053,PIJAS PARA LAMINA 10 X 2P,category:materiales,measure:2,0,0.5,0.5,1,150,ID producto origen: 344 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 4.27.19 PM.jpeg | Generado sistema origen: 1,false,true,
345,branch:jesus-maria,MAT-00345,,PIJAS PAVONADO 8 X 2-1/2P(FIERO),category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 345 | Medida origen: Pieza(s),false,true,
346,branch:jesus-maria,MAT-00346,3492458391545,PIJAS PAVONADA 10X2-1/2,category:materiales,measure:2,0,0.5,0.5,1,100,ID producto origen: 346 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 3.20.09 PM.jpeg | Generado sistema origen: 1,false,true,
347,branch:jesus-maria,MAT-00347,,PIJAS PARA LAMINA 6 X 1-1/2 (FIERO),category:materiales,measure:2,0,0.5,0.5,1,200,ID producto origen: 347 | Medida origen: Pieza(s),false,true,
348,branch:jesus-maria,MAT-00348,,PIJAS PARA LAMINA 6 X 1P (FIERO),category:materiales,measure:2,0,0.5,0.5,1,200,ID producto origen: 348 | Medida origen: Pieza(s),false,true,
349,branch:jesus-maria,MAT-00349,6120724225801,PIJAS 8X1 FIERO,category:materiales,measure:2,0,0.5,0.5,1,200,ID producto origen: 349 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 4.27.20 PM.jpeg | Generado sistema origen: 1,false,true,
350,branch:jesus-maria,MAT-00350,,RACK PARA PALAS O ESCOBAS (TRUPER),category:materiales,measure:2,0,244,245,1,1,ID producto origen: 350 | Medida origen: Pieza(s),false,false,
351,branch:jesus-maria,MAT-00351,0200942660489,TORNILLO ESTUFA 1/8X1/2,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 351 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.43 AM (2).jpeg | Generado sistema origen: 1,false,true,
352,branch:jesus-maria,MAT-00352,7855404301153,TORNILLO HEXAGONAL 6X20(PAVONADO),category:materiales,measure:2,32.37,0.5,0.5,1,20,ID producto origen: 352 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.29.18.jpeg | Generado sistema origen: 1,false,true,
353,branch:jesus-maria,MAT-00353,1858743018665,TORNILLO HEXAGONAL 6X25(PAVONADO),category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 353 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.29.30 (1).jpeg | Generado sistema origen: 1,false,true,
354,branch:jesus-maria,MAT-00354,8316818695089,TORNILLO ESTUFA 1/8X5/8,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 354 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.43 AM (1).jpeg | Generado sistema origen: 1,false,true,
355,branch:jesus-maria,MAT-00355,3384864261706,TORNILLO HEXAGONAL 6X30(PAVONADO),category:materiales,measure:2,0,1,1,1,20,ID producto origen: 355 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.29.40 (1).jpeg | Generado sistema origen: 1,false,true,
356,branch:jesus-maria,MAT-00356,,TORNILLO ESTUFA CABEZA(GALVANIZADO)1/8X3/4,category:materiales,measure:2,0,0,0,1,20,ID producto origen: 356 | Medida origen: Pieza(s),false,false,
357,branch:jesus-maria,MAT-00357,8366748005786,TORNILLO ESTUFA 1/8X3/4,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 357 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.43 AM.jpeg | Generado sistema origen: 1,false,true,
358,branch:jesus-maria,MAT-00358,0287168054094,TORNILLO ESTUFA 1/8X1,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 358 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (6)_6389.jpeg | Generado sistema origen: 1,false,true,
359,branch:jesus-maria,MAT-00359,5124897093510,TORNILLO ESTUFA 1/8X1-1/4,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 359 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (6).jpeg | Generado sistema origen: 1,false,true,
360,branch:jesus-maria,MAT-00360,4781237732136,TORNILLO ESTUFA 1/8X1-1/2,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 360 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (5)_2279.jpeg | Generado sistema origen: 1,false,true,
361,branch:jesus-maria,MAT-00361,8035247721274,TORNILLO ESTUFA 1/8X2,category:materiales,measure:2,0,0.5,0.5,1,15,ID producto origen: 361 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (4).jpeg | Generado sistema origen: 1,false,true,
362,branch:jesus-maria,MAT-00362,9164667352122,TORNILLO ESTUFA 5/32X1/2,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 362 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM (2).jpeg | Generado sistema origen: 1,false,true,
363,branch:jesus-maria,MAT-00363,3193989468996,TORNILLO ESTUFA 5/32X5/8,category:materiales,measure:2,0,0.5,0.5,1,21,ID producto origen: 363 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM (1).jpeg | Generado sistema origen: 1,false,true,
364,branch:jesus-maria,MAT-00364,8373760150196,TORNILLO ESTUFA 5/32X3/4,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 364 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM.jpeg | Generado sistema origen: 1,false,true,
365,branch:jesus-maria,MAT-00365,,TORNILLO ESTUCA CABEZA(GALVANIZADO) 5/32X1,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 365 | Medida origen: Pieza(s),false,true,
366,branch:jesus-maria,MAT-00366,1816910938154,TORNILLO ESTUFA 5/32X1-1/4,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 366 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.34 PM.jpeg | Generado sistema origen: 1,false,true,
367,branch:jesus-maria,MAT-00367,1112114788183,TORNILLO ESTUFA 5/32X1-1/2,category:materiales,measure:2,0,0.5,0.5,1,19,ID producto origen: 367 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM (4).jpeg | Generado sistema origen: 1,false,true,
368,branch:jesus-maria,MAT-00368,0070316440418,TORNILLO HEXAGONAL 6X35(PAVONADO),category:materiales,measure:2,25.47,1,1,1,20,ID producto origen: 368 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.29.52 (1).jpeg | Generado sistema origen: 1,false,true,
369,branch:jesus-maria,MAT-00369,4709325925949,TORNILLO ESTUFA 5/32X2,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 369 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.32 PM (1).jpeg | Generado sistema origen: 1,false,true,
370,branch:jesus-maria,MAT-00370,8241849591263,TORNILLO HEXAGONAL 6X40(PAVONADO),category:materiales,measure:2,0,1,1,1,20,ID producto origen: 370 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.30.01.jpeg | Generado sistema origen: 1,false,true,
371,branch:jesus-maria,MAT-00371,8024829238590,TORNILLO ESTUFA 5/32X2-1/2,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 371 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.32 PM.jpeg | Generado sistema origen: 1,false,true,
372,branch:jesus-maria,MAT-00372,7368017363369,TORNILLO HEXAGONAL 6X45(PAVONADO),category:materiales,measure:2,0,1,1,1,20,ID producto origen: 372 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.30.13 (1).jpeg | Generado sistema origen: 1,false,true,
373,branch:jesus-maria,MAT-00373,9685486588160,TORNILLO HEXAGONAL 6X50(PAVONADO),category:materiales,measure:2,0,1,1,1,20,ID producto origen: 373 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.30.23 (1).jpeg | Generado sistema origen: 1,false,true,
374,branch:jesus-maria,MAT-00374,4343507945297,TORNILLO ESTUFA 5/32X3,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 374 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.41.31 PM.jpeg | Generado sistema origen: 1,false,true,
375,branch:jesus-maria,MAT-00375,0364357617039,TORNILLO HEXAGONAL 6X55(PAVONADO),category:materiales,measure:2,0,1,1,1,19,ID producto origen: 375 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 08.30.40 (1).jpeg | Generado sistema origen: 1,false,true,
376,branch:jesus-maria,MAT-00376,0675497350619,TORNILLO ESTUFA 3/16X1/2,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 376 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.32.52 PM (1).jpeg | Generado sistema origen: 1,false,true,
377,branch:jesus-maria,MAT-00377,7725183476642,TORNILLO HEXAGONAL 8X12(PAVONADO),category:materiales,measure:2,0,1,1,1,20,ID producto origen: 377 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 14.46.01 (1).jpeg | Generado sistema origen: 1,false,true,
378,branch:jesus-maria,MAT-00378,8392157677924,TORNILLO ESTUFA 3/16X5/8,category:materiales,measure:2,0,0.5,0.5,1,20,ID producto origen: 378 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.32.52 PM.jpeg | Generado sistema origen: 1,false,true,
379,branch:jesus-maria,MAT-00379,8070598931415,TORNILLO HEXAGONAL 8X16(PAVONADO),category:materiales,measure:2,0,1,1,1,20,ID producto origen: 379 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 14.46.12.jpeg | Generado sistema origen: 1,false,true,
380,branch:jesus-maria,MAT-00380,0769445188666,TORNILLO HEXAGONAL 8X20(PAVONADO),category:materiales,measure:2,0,1,1,1,17,ID producto origen: 380 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-10-01 at 14.46.24.jpeg | Generado sistema origen: 1,false,true,
381,branch:jesus-maria,MAT-00381,5765998658224,TORNILLO ESTUFA 3/16X3/4,category:materiales,measure:2,0,0,0,1,18,ID producto origen: 381 | Medida origen: Pieza(s) | Imagen origen: uploads/productos/WhatsApp Image 2025-09-30 at 1.32.51 PM.jpeg | Generado sistema origen: 1,false,true,
