legacy_id,sku,barcode,name,brand_legacy_id,brand_name,category_legacy_id,category_name,uom_legacy_id,uom_name,origin_country,volume_ml,alcohol_pct,vintage_year,price_retail,price_mid_wholesale,price_wholesale,cost,purchase_cost,min_stock,max_stock,image_url,notes,is_active,is_divisible,price_mid_wholesale_min_qty,price_wholesale_min_qty,single_price_mode
271,MAT-00271,3585587178689,REGISTRO CUADRA GALV 3X3 DE 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,7,6,6,,,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 2.47.19 PM.jpeg,ID producto origen: 271 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
272,MAT-00272,,TUBO PVC SANITARIO NORMA 4P TR,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,190,189,189,,,1,9999,,ID producto origen: 272 | Medida origen: Pieza(s),false,false,1,1,false
273,MAT-00273,7503011937202,FLEXODUCTO 1/2P NARANJA S/GUIA ROLLO 100 MTS,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,280,279,279,,,1,9999,,ID producto origen: 273 | Medida origen: Pieza(s),true,false,1,1,false
274,MAT-00274,,CAJA REGISTRO CUADRADA GALV 3X3 DE 1/2 CJA 25 KGM,,,category:materiales,Materiales,medida:1,KILOS,,,,,6,6,6,,,1,9999,,ID producto origen: 274 | Medida origen: Kilo(s),false,true,1,1,true
275,MAT-00275,,CLAVO ESTANDAR 2P 1/2,,,category:materiales,Materiales,medida:1,KILOS,,,,,808,807,807,,,1,9999,,ID producto origen: 275 | Medida origen: Kilo(s),false,true,1,1,false
276,MAT-00276,,TUBO PVC SANITARIO NORMAL6TR,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,867,866,866,,,1,9999,,ID producto origen: 276 | Medida origen: Pieza(s),false,false,1,1,false
277,MAT-00277,,TUBO FUSION CLI 3/4X4 4.1MTS,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,83,82,82,,,1,9999,,ID producto origen: 277 | Medida origen: Pieza(s),true,false,1,1,false
278,MAT-00278,0619143663050,CHALUPA GALVANIZADA 1/2 Y 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,7,7,5,5,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 2.18.29 PM (1).jpeg,ID producto origen: 278 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
279,MAT-00279,0496921960347,MANGUERA TIPO SILICON AZUL DE 1/2X 100 MTS,,,category:materiales,Materiales,medida:3,METROS,,,,,9,8,8,,,1,9999,uploads/productos/WhatsApp Image 2025-11-14 at 1.29.45 PM.jpeg,ID producto origen: 279 | Medida origen: Metro(s) | Generado sistema origen: 1,true,true,1,1,false
280,MAT-00280,4837805558483,MANGUERA VER/AMARILLO USO RUDO 1/2X,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,1143,1142,1142,,,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 8.43.15 AM.jpeg,ID producto origen: 280 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
281,MAT-00281,2443967457919,MANGUERA TIPO SILICON AZUL DE 3/4,,,category:materiales,Materiales,medida:3,METROS,,,,,16,15,15,,,1,9999,uploads/productos/WhatsApp Image 2025-09-25 at 14.08.53.jpeg,ID producto origen: 281 | Medida origen: Metro(s) | Generado sistema origen: 1,true,true,1,1,false
282,MAT-00282,9127920117,CABLE THW 12(NEGRO),,,category:materiales,Materiales,medida:3,METROS,,,,,1450,1450,1450,,,1,9999,,ID producto origen: 282 | Medida origen: Metro(s),true,true,1,1,true
283,MAT-00283,,ANILLO 10X10,,,category:materiales,Materiales,medida:1,KILOS,,,,,27,27,27,23,23,1,9999,,ID producto origen: 283 | Medida origen: Kilo(s),true,true,1,1,true
284,MAT-00284,,ALAMBRE QUEMADO,,,category:materiales,Materiales,medida:1,KILOS,,,,,28,28,28,24.13,24.13,1,9999,,ID producto origen: 284 | Medida origen: Kilo(s),true,true,1,1,true
285,MAT-00285,,ANILLO 10X15,,,category:materiales,Materiales,medida:1,KILOS,,,,,27,27,27,19.5,19.5,1,9999,,ID producto origen: 285 | Medida origen: Kilo(s),true,true,1,1,true
286,MAT-00286,,ANILLO 20X20,,,category:materiales,Materiales,medida:1,KILOS,,,,,27,27,27,19.5,19.5,1,9999,,ID producto origen: 286 | Medida origen: Kilo(s),true,true,1,1,true
287,MAT-00287,,ALAMBRON,,,category:materiales,Materiales,medida:1,KILOS,,,,,25,25,25,22.5,22.5,1,9999,,ID producto origen: 287 | Medida origen: Kilo(s),true,true,1,1,true
288,MAT-00288,,ARMEX SENCILLO 10X15,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,200,200,200,132.04,132.04,1,9999,,ID producto origen: 288 | Medida origen: Pieza(s),true,false,1,1,true
289,MAT-00289,,ARMEX REFORZADO 10X15,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,330,330,330,295,295,1,9999,,ID producto origen: 289 | Medida origen: Pieza(s),true,false,1,1,true
290,MAT-00290,,GACOFLEX 3 AA,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,1624,1623,1623,,,1,9999,,ID producto origen: 290 | Medida origen: Pieza(s),true,false,1,1,false
291,MAT-00291,,CLAVO ESTANDAR 2P,,,category:materiales,Materiales,medida:1,KILOS,,,,,33,32,32,,,1,9999,,ID producto origen: 291 | Medida origen: Kilo(s),false,true,1,1,false
292,MAT-00292,4413117811289,CLAVO CONCRETO 2 PULGADAS,,,category:materiales,Materiales,medida:1,KILOS,,,,,60,59,59,44.44,44.44,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 08.02.17.jpeg,ID producto origen: 292 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
293,MAT-00293,2487907891043,CLAVO ESTANDAR 2 1/2 P,,,category:materiales,Materiales,medida:1,KILOS,,,,,37,36,36,28,28,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 7.53.01 AM.jpeg,ID producto origen: 293 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
294,MAT-00294,5968325852689,CLAVO CONCRETO 2-1/2 PULGADAS,,,category:materiales,Materiales,medida:1,KILOS,,,,,60,59,59,44.88,44.88,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 08.06.08.jpeg,ID producto origen: 294 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
295,MAT-00295,1979801905755,CLAVO ESTANDAR 3P,,,category:materiales,Materiales,medida:1,KILOS,,,,,37,36,36,28,28,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 8.00.12 AM.jpeg,ID producto origen: 295 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
296,MAT-00296,4589673423218,CLAVO ESTANDAR 4P,,,category:materiales,Materiales,medida:1,KILOS,,,,,38,38,38,28.54,28.54,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 8.07.21 AM.jpeg,ID producto origen: 296 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,true
297,MAT-00297,4742264721791,CLAVO CONCRETO 3 PULGADAS,,,category:materiales,Materiales,medida:1,KILOS,,,,,60,59,59,,,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 08.11.07.jpeg,ID producto origen: 297 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
298,MAT-00298,6228323006347,CLAVO CONCRETO 3-1/2,,,category:materiales,Materiales,medida:1,KILOS,,,,,52,51,51,,,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 08.15.21.jpeg,ID producto origen: 298 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
299,MAT-00299,,mortero 25 kilogramos,,,category:materiales,Materiales,medida:1,KILOS,,,,,0,0,0,,,100,9999,,ID producto origen: 299 | Medida origen: Kilo(s),false,true,6,12,false
300,MAT-00300,7506055100014,SEGUETA SUKI-WAVE (HECORT),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,15,14,14,142.12,142.12,1,9999,,ID producto origen: 300 | Medida origen: Pieza(s),true,false,1,1,false
301,MAT-00301,7506055126144,SEGUETA INFINITY BIMETAL (HECORT),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,16,15,15,,,1,9999,,ID producto origen: 301 | Medida origen: Pieza(s),true,false,1,1,false
302,MAT-00302,7501206644911,CINTA DE AISLAR NEGRA TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,19,18,18,12.07,12.07,1,9999,,ID producto origen: 302 | Medida origen: Pieza(s),true,false,1,1,false
303,MAT-00303,1161609349125,ABRAZADERA ACERO INOX. 1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,7,7,,,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.32.30.jpeg,ID producto origen: 303 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
304,MAT-00304,7501206646847,CINTA D/AISLAR VERDE TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,18,17,17,12.07,12.07,1,9999,,ID producto origen: 304 | Medida origen: Pieza(s),true,false,1,1,false
305,MAT-00305,1390459536113,ABRAZADERA ACERO INOX. 3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,7,7,,,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.31.49.jpeg,ID producto origen: 305 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
306,MAT-00306,2190016724897,"ABRAZADERA ACERO INOX. 1""",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,7,7,,,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.31.33.jpeg,ID producto origen: 306 | Medida origen: Pieza(s) | Generado sistema origen: 1,false,false,1,1,false
307,MAT-00307,,CINTA DE AISLAR DE 18X19MM VERDE TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0,0,0,,,1,9999,,ID producto origen: 307 | Medida origen: Pieza(s),false,false,6,12,false
308,MAT-00308,0254535412368,"ABRAZADERA ACERO INOX. 2""",,,category:materiales,Materiales,medida:2,PIEZAS,,,,,10,9,9,,,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.30.53.jpeg,ID producto origen: 308 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
309,MAT-00309,3077640758940,ABRAZADERA ACERO INOX. 3/8,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,8,7,7,44.32,44.32,1,9999,uploads/productos/WhatsApp Image 2025-09-27 at 09.32.06.jpeg,ID producto origen: 309 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
310,MAT-00310,7506240620273,ESPUMA EXPANSIVA 300 ML (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,89,88,88,324.92,324.92,1,9999,,ID producto origen: 310 | Medida origen: Pieza(s),true,false,1,1,false
311,MAT-00311,7501206646861,CINTA D/AISLAR ROJA TRUPER,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,18,17,17,,,1,9999,,ID producto origen: 311 | Medida origen: Pieza(s),true,false,1,1,false
312,MAT-00312,17506240624681,LIJA D/AGUA GRANO 2000 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,13,12,12,,,1,9999,,ID producto origen: 312 | Medida origen: Pieza(s),true,false,1,1,false
313,MAT-00313,7506240671077,CINCHOS PLASTICO NEGROS Y NATURALES,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 313 | Medida origen: Pieza(s),true,false,1,1,true
314,MAT-00314,17506240624674,LIJA D/AGUA GRANO 1500 MICROFINA (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,13,12,12,,,1,9999,,ID producto origen: 314 | Medida origen: Pieza(s),true,false,1,1,false
315,MAT-00315,17501206685478,LIJA D/AGUA GRANO 500 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,7,7,7,,,1,9999,,ID producto origen: 315 | Medida origen: Pieza(s),true,false,1,1,true
316,MAT-00316,17501206685485,LIJA D/AGUA GRANO 600 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,7,7,7,,,1,9999,,ID producto origen: 316 | Medida origen: Pieza(s),true,false,1,1,true
317,MAT-00317,17501206603151,LIJA D/ESMERIL ROJA GRANO 36 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,18,17,17,,,1,9999,,ID producto origen: 317 | Medida origen: Pieza(s),true,false,1,1,false
318,MAT-00318,6168907651450,CLAVOS DE CONCRETO NEGROS 1-1/2,,,category:materiales,Materiales,medida:1,KILOS,,,,,68,67,67,,,1,9999,uploads/productos/WhatsApp Image 2025-09-26 at 07.54.54.jpeg,ID producto origen: 318 | Medida origen: Kilo(s) | Generado sistema origen: 1,true,true,1,1,false
319,MAT-00319,8148597391674,PIJAS PAVONADA 6X1,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,17,16,16,131,131,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.21.18 PM (1).jpeg,ID producto origen: 319 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
320,MAT-00320,17501206603168,LIJA D/ESMERIL ROJA GRANO 50 DE OXIDO D/ALUMINIO(TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,16,15,15,,,1,9999,,ID producto origen: 320 | Medida origen: Pieza(s),true,false,1,1,false
321,MAT-00321,5248416566917,PIJAS 6X1-1/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.21.12 PM.jpeg,ID producto origen: 321 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
322,MAT-00322,17501206603175,LIJA D/ESMERIL ROJA GRANO 80 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,14,13,13,,,1,9999,,ID producto origen: 322 | Medida origen: Pieza(s),true,false,1,1,false
323,MAT-00323,17501206603182,LIJA D/ESMERIL ROJA GRANO FINO 120 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,13,12,12,,,1,9999,,ID producto origen: 323 | Medida origen: Pieza(s),true,false,1,1,false
324,MAT-00324,7010949828811,PIJAS 6X1-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.21.06 PM.jpeg,ID producto origen: 324 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
325,MAT-00325,7501206641675,CINTA TEFLON 1/2 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,4,4,4,3.45,3.45,1,9999,,ID producto origen: 325 | Medida origen: Pieza(s),true,false,1,1,true
326,MAT-00326,8268616091122,PIJAS PAVONADO 6X2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.56 PM.jpeg,ID producto origen: 326 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,100,100,true
327,MAT-00327,7501206641682,CINTA TEFLON 3/4 (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,5,5,5,4.74,4.74,1,9999,,ID producto origen: 327 | Medida origen: Pieza(s),true,false,1,1,true
328,MAT-00328,4770347229995,PIJAS PAVONADA 8X3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,16,15,15,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.52 PM.jpeg,ID producto origen: 328 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
329,MAT-00329,7502309739801,ZAPAPICO 5LB (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,299,298,298,409.58,409.58,1,9999,,ID producto origen: 329 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,false
330,MAT-00330,6588338926253,PIJAS PAVONADO 8X1,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.45 PM.jpeg,ID producto origen: 330 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
331,MAT-00331,,TALACHO-PICO 5LB MAMGO D/MADERA 36P (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,325,324,324,,,1,9999,,ID producto origen: 331 | Medida origen: Pieza(s),true,false,1,1,false
332,MAT-00332,6144322356989,PIJAS PAVONADO 8X1-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.37 PM.jpeg,ID producto origen: 332 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
333,MAT-00333,7501206646885,CINTA D/AISLAR BLANCA (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,18,18,18,,,1,9999,,ID producto origen: 333 | Medida origen: Pieza(s),true,false,1,1,true
334,MAT-00334,7501206685006,PINTURA EN AEROSOL NEGRO MATTE 400ML,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,50,49,49,170.66,170.66,1,9999,,ID producto origen: 334 | Medida origen: Pieza(s),true,false,1,1,false
335,MAT-00335,7501206685013,PINTURA EN AEROSOL BLANCO MATTE 400ML,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,50,49,49,,,1,9999,,ID producto origen: 335 | Medida origen: Pieza(s),true,false,1,1,false
336,MAT-00336,4618060268085,PIJAS PAVONADO 8X2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.30 PM.jpeg,ID producto origen: 336 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
337,MAT-00337,,PIJAS PARA LAMINA 8 X 1-1/2 P (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 337 | Medida origen: Pieza(s),true,false,1,1,true
338,MAT-00338,,PIJAS PARA LAMINA 8 X 2P (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 338 | Medida origen: Pieza(s),true,false,1,1,true
339,MAT-00339,7094395545201,PIJAS PAVONADA 10X1-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.20 PM.jpeg,ID producto origen: 339 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
340,MAT-00340,5083334871718,PIJAS PAVONADO 10X2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.14 PM.jpeg,ID producto origen: 340 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
341,MAT-00341,,PIJAS PARA LAMINA 10 X 1P (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 341 | Medida origen: Pieza(s),true,false,1,1,true
342,MAT-00342,,PIJAS PARA LAMINA 10 X 1-1/2 (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 342 | Medida origen: Pieza(s),true,false,1,1,true
343,MAT-00343,,PIJAS PAVONADO 10X 2-1/2 (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 343 | Medida origen: Pieza(s),true,false,1,1,true
344,MAT-00344,0760369836053,PIJAS PARA LAMINA 10 X 2P,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 4.27.19 PM.jpeg,ID producto origen: 344 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
345,MAT-00345,,PIJAS PAVONADO 8 X 2-1/2P(FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 345 | Medida origen: Pieza(s),true,false,1,1,true
346,MAT-00346,3492458391545,PIJAS PAVONADA 10X2-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 3.20.09 PM.jpeg,ID producto origen: 346 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
347,MAT-00347,,PIJAS PARA LAMINA 6 X 1-1/2 (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 347 | Medida origen: Pieza(s),true,false,1,1,true
348,MAT-00348,,PIJAS PARA LAMINA 6 X 1P (FIERO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 348 | Medida origen: Pieza(s),true,false,1,1,true
349,MAT-00349,6120724225801,PIJAS 8X1 FIERO,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 4.27.20 PM.jpeg,ID producto origen: 349 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
350,MAT-00350,,RACK PARA PALAS O ESCOBAS (TRUPER),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,245,244,244,,,1,9999,,ID producto origen: 350 | Medida origen: Pieza(s),false,false,1,1,false
351,MAT-00351,0200942660489,TORNILLO ESTUFA 1/8X1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.43 AM (2).jpeg,ID producto origen: 351 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
352,MAT-00352,7855404301153,TORNILLO HEXAGONAL 6X20(PAVONADO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,32.37,32.37,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 08.29.18.jpeg,ID producto origen: 352 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
353,MAT-00353,1858743018665,TORNILLO HEXAGONAL 6X25(PAVONADO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 08.29.30 (1).jpeg,ID producto origen: 353 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
354,MAT-00354,8316818695089,TORNILLO ESTUFA 1/8X5/8,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.43 AM (1).jpeg,ID producto origen: 354 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
355,MAT-00355,3384864261706,TORNILLO HEXAGONAL 6X30(PAVONADO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,1,1,1,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 08.29.40 (1).jpeg,ID producto origen: 355 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
356,MAT-00356,,TORNILLO ESTUFA CABEZA(GALVANIZADO)1/8X3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0,0,0,,,1,9999,,ID producto origen: 356 | Medida origen: Pieza(s),false,false,6,12,false
357,MAT-00357,8366748005786,TORNILLO ESTUFA 1/8X3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.43 AM.jpeg,ID producto origen: 357 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
358,MAT-00358,0287168054094,TORNILLO ESTUFA 1/8X1,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (6)_6389.jpeg,ID producto origen: 358 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
359,MAT-00359,5124897093510,TORNILLO ESTUFA 1/8X1-1/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (6).jpeg,ID producto origen: 359 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
360,MAT-00360,4781237732136,TORNILLO ESTUFA 1/8X1-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (5)_2279.jpeg,ID producto origen: 360 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
361,MAT-00361,8035247721274,TORNILLO ESTUFA 1/8X2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 11.36.42 AM (4).jpeg,ID producto origen: 361 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
362,MAT-00362,9164667352122,TORNILLO ESTUFA 5/32X1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM (2).jpeg,ID producto origen: 362 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
363,MAT-00363,3193989468996,TORNILLO ESTUFA 5/32X5/8,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM (1).jpeg,ID producto origen: 363 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
364,MAT-00364,8373760150196,TORNILLO ESTUFA 5/32X3/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM.jpeg,ID producto origen: 364 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
365,MAT-00365,,TORNILLO ESTUCA CABEZA(GALVANIZADO) 5/32X1,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,,ID producto origen: 365 | Medida origen: Pieza(s),true,false,1,1,true
366,MAT-00366,1816910938154,TORNILLO ESTUFA 5/32X1-1/4,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-09-30 at 1.41.34 PM.jpeg,ID producto origen: 366 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
367,MAT-00367,1112114788183,TORNILLO ESTUFA 5/32X1-1/2,,,category:materiales,Materiales,medida:2,PIEZAS,,,,,0.5,0.5,0.5,,,1,9999,uploads/productos/WhatsApp Image 2025-09-30 at 1.41.33 PM (4).jpeg,ID producto origen: 367 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
368,MAT-00368,0070316440418,TORNILLO HEXAGONAL 6X35(PAVONADO),,,category:materiales,Materiales,medida:2,PIEZAS,,,,,1,1,1,25.47,25.47,1,9999,uploads/productos/WhatsApp Image 2025-10-01 at 08.29.52 (1).jpeg,ID producto origen: 368 | Medida origen: Pieza(s) | Generado sistema origen: 1,true,false,1,1,true
