legacy_id,branch_legacy_id,customer_legacy_id,payment_method,price_type,subtotal,discount_amount,total,delivery_address,notes,created_by,created_at,deleted_at,delete_note,coupon_code,wallet_used,credit_used,cash_received,payment_type_audit,split_payment_method,split_payment_amount
801,branch:default,20,CREDITO,MENUDEO,365,0,365,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Fecha limite origen: 2026-01-14 | Dias restantes origen: 30 | Status origen: 1,,2025-12-15 21:49:13,,,,0,365,0,[],,0
802,branch:default,52,EFECTIVO,MENUDEO,2800,0,2800,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2800 | Fecha limite origen: 2026-01-14 | Dias restantes origen: 30 | Status origen: 1,,2025-12-15 22:06:37,,,,0,0,2800,[],,0
803,branch:default,2,EFECTIVO,MENUDEO,236,0,236,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 236 | Dias restantes origen: 0 | Status origen: 1,,2025-12-15 22:46:06,,,,0,0,236,[],,0
804,branch:default,3,EFECTIVO,MENUDEO,30000,0,30000,VIAJE DEL 15-DIC,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 30000 | Fecha limite origen: 2025-12-31 | Dias restantes origen: 15 | Status origen: 1,,2025-12-16 13:19:17,,,,0,0,30000,[],,0
805,branch:default,2,EFECTIVO,MENUDEO,4553.5,0,4553.5,CALLE MATAMOROS,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4553.5 | Dias restantes origen: 0 | Status origen: 1,,2025-12-16 13:26:02,,,,0,0,4553.5,[],,0
806,branch:default,2,EFECTIVO,MENUDEO,2400,0,2400,CALLE MATAMOROS,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2400 | Dias restantes origen: 0 | Status origen: 1,,2025-12-16 13:28:21,,,,0,0,2400,[],,0
807,branch:default,58,EFECTIVO,MENUDEO,2833,0,2833,LAS POMEZ,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2833 | Fecha limite origen: 2026-01-15 | Dias restantes origen: 30 | Status origen: 1,,2025-12-16 18:21:01,,,,0,0,2833,[],,0
808,branch:default,35,EFECTIVO,MENUDEO,3858,0,3858,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3858 | Fecha limite origen: 2026-01-15 | Dias restantes origen: 30 | Status origen: 1,,2025-12-16 22:10:05,,,,0,0,3858,[],,0
809,branch:default,2,EFECTIVO,MENUDEO,140,0,140,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 140 | Dias restantes origen: 0 | Status origen: 1,,2025-12-16 23:07:42,,,,0,0,140,[],,0
810,branch:default,35,EFECTIVO,MENUDEO,8300,0,8300,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 8300 | Fecha limite origen: 2026-01-16 | Dias restantes origen: 30 | Status origen: 1,,2025-12-17 13:44:44,,,,0,0,8300,[],,0
811,branch:default,19,EFECTIVO,MENUDEO,2925,0,2925,LA LEONERA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2925 | Fecha limite origen: 2026-01-01 | Dias restantes origen: 15 | Status origen: 1,,2025-12-17 13:49:10,,,,0,0,2925,[],,0
812,branch:default,52,EFECTIVO,MENUDEO,2800,0,2800,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2800 | Fecha limite origen: 2026-01-16 | Dias restantes origen: 30 | Status origen: 1,,2025-12-17 13:54:21,,,,0,0,2800,[],,0
813,branch:default,2,EFECTIVO,MENUDEO,6500,0,6500,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 6500 | Dias restantes origen: 0 | Status origen: 1,,2025-12-17 15:16:04,,,,0,0,6500,[],,0
814,branch:default,29,EFECTIVO,MENUDEO,2506,0,2506,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2506 | Fecha limite origen: 2026-01-16 | Dias restantes origen: 30 | Status origen: 1,,2025-12-17 15:21:34,,,,0,0,2506,[],,0
815,branch:default,52,EFECTIVO,MENUDEO,3700,0,3700,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3700 | Fecha limite origen: 2026-01-16 | Dias restantes origen: 30 | Status origen: 1,,2025-12-17 18:02:37,,,,0,0,3700,[],,0
816,branch:default,52,EFECTIVO,MENUDEO,1800,0,1800,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1800 | Fecha limite origen: 2026-01-16 | Dias restantes origen: 30 | Status origen: 1,,2025-12-17 18:29:52,,,,0,0,1800,[],,0
817,branch:default,19,EFECTIVO,MENUDEO,1050,0,1050,LA LEONERA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1050 | Fecha limite origen: 2026-01-01 | Dias restantes origen: 15 | Status origen: 1,,2025-12-17 19:12:51,,,,0,0,1050,[],,0
818,branch:default,56,EFECTIVO,MENUDEO,9100,0,9100,ESCUELA DE LAS POMEZ,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 9100 | Fecha limite origen: 2026-01-16 | Dias restantes origen: 30 | Status origen: 1,,2025-12-17 20:30:50,,,,0,0,9100,[],,0
819,branch:default,57,EFECTIVO,MENUDEO,9750,0,9750,MANUEL DOBLADO,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 9750 | Fecha limite origen: 2026-01-17 | Dias restantes origen: 30 | Status origen: 1,,2025-12-18 13:35:35,,,,0,0,9750,[],,0
820,branch:default,49,EFECTIVO,MENUDEO,4200,0,4200,DIF JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4200 | Fecha limite origen: 2026-01-02 | Dias restantes origen: 15 | Status origen: 1,,2025-12-18 13:36:36,,,,0,0,4200,[],,0
821,branch:default,52,EFECTIVO,MENUDEO,1040,0,1040,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1040 | Fecha limite origen: 2026-01-17 | Dias restantes origen: 30 | Status origen: 1,,2025-12-18 16:26:08,,,,0,0,1040,[],,0
822,branch:default,52,EFECTIVO,MENUDEO,780,0,780,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 780 | Fecha limite origen: 2026-01-17 | Dias restantes origen: 30 | Status origen: 1,,2025-12-18 20:25:47,,,,0,0,780,[],,0
823,branch:default,35,EFECTIVO,MENUDEO,2405,0,2405,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2405 | Fecha limite origen: 2026-01-17 | Dias restantes origen: 30 | Status origen: 1,,2025-12-18 20:30:30,,,,0,0,2405,[],,0
824,branch:default,5,EFECTIVO,MENUDEO,2300,0,2300,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2300 | Fecha limite origen: 2026-01-02 | Dias restantes origen: 15 | Status origen: 1,,2025-12-18 21:38:08,,,,0,0,2300,[],,0
825,branch:default,36,EFECTIVO,MENUDEO,1000,0,1000,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1000 | Fecha limite origen: 2026-01-03 | Dias restantes origen: 15 | Status origen: 1,,2025-12-19 13:16:56,,,,0,0,1000,[],,0
826,branch:default,3,EFECTIVO,MENUDEO,44000,0,44000,VIAJE DEL 17-DIC Y 18-DIC,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 44000 | Fecha limite origen: 2026-01-03 | Dias restantes origen: 15 | Status origen: 1,,2025-12-19 13:31:46,,,,0,0,44000,[],,0
827,branch:default,52,EFECTIVO,MENUDEO,7400,0,7400,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7400 | Fecha limite origen: 2026-01-18 | Dias restantes origen: 30 | Status origen: 1,,2025-12-19 15:16:14,,,,0,0,7400,[],,0
828,branch:default,2,EFECTIVO,MENUDEO,7,0,7,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 7 | Dias restantes origen: 0 | Status origen: 1,,2025-12-19 16:53:09,,,,0,0,7,[],,0
829,branch:default,6,EFECTIVO,MENUDEO,2360,0,2360,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2360 | Fecha limite origen: 2025-12-19 | Dias restantes origen: 0 | Status origen: 1,,2025-12-19 17:35:42,,,,0,0,2360,[],,0
830,branch:default,49,EFECTIVO,MENUDEO,4200,0,4200,DIF JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4200 | Fecha limite origen: 2026-01-03 | Dias restantes origen: 15 | Status origen: 1,,2025-12-19 18:01:57,,,,0,0,4200,[],,0
831,branch:default,12,EFECTIVO,MENUDEO,90,0,90,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 90 | Fecha limite origen: 2026-01-18 | Dias restantes origen: 30 | Status origen: 1,,2025-12-19 18:45:14,,,,0,0,90,[],,0
832,branch:default,2,EFECTIVO,MENUDEO,59,0,59,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 59 | Fecha limite origen: 2025-12-19 | Dias restantes origen: 0 | Status origen: 1,,2025-12-19 21:56:15,,,,0,0,59,[],,0
833,branch:default,30,EFECTIVO,MENUDEO,3260,0,3260,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3260 | Fecha limite origen: 2026-01-19 | Dias restantes origen: 30 | Status origen: 0,,2025-12-20 14:05:15,,,,0,0,3260,[],,0
834,branch:default,30,EFECTIVO,MENUDEO,2080,0,2080,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2080 | Fecha limite origen: 2026-01-19 | Dias restantes origen: 30 | Status origen: 1,,2025-12-20 14:09:30,,,,0,0,2080,[],,0
835,branch:default,52,EFECTIVO,MENUDEO,6350,0,6350,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 6350 | Fecha limite origen: 2026-01-19 | Dias restantes origen: 30 | Status origen: 1,,2025-12-20 16:11:50,,,,0,0,6350,[],,0
836,branch:default,58,EFECTIVO,MENUDEO,180,0,180,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 180 | Dias restantes origen: 0 | Status origen: 1,,2025-12-20 17:17:55,,,,0,0,180,[],,0
837,branch:default,58,EFECTIVO,MENUDEO,65,0,65,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 65 | Dias restantes origen: 0 | Status origen: 1,,2025-12-20 17:22:35,,,,0,0,65,[],,0
838,branch:default,52,EFECTIVO,MENUDEO,4200,0,4200,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4200 | Fecha limite origen: 2026-01-19 | Dias restantes origen: 30 | Status origen: 1,,2025-12-20 17:25:04,,,,0,0,4200,[],,0
839,branch:default,2,EFECTIVO,MENUDEO,1770,0,1770,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1770 | Fecha limite origen: 2025-12-20 | Dias restantes origen: 0 | Status origen: 1,,2025-12-20 17:31:06,,,,0,0,1770,[],,0
840,branch:default,31,EFECTIVO,MENUDEO,1180,0,1180,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1180 | Fecha limite origen: 2026-01-04 | Dias restantes origen: 15 | Status origen: 1,,2025-12-20 17:58:42,,,,0,0,1180,[],,0
841,branch:default,2,EFECTIVO,MENUDEO,18,0,18,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 18 | Fecha limite origen: 2025-12-20 | Dias restantes origen: 0 | Status origen: 1,,2025-12-20 20:45:08,,,,0,0,18,[],,0
842,branch:default,46,EFECTIVO,MENUDEO,2200,0,2200,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2200 | Fecha limite origen: 2026-01-21 | Dias restantes origen: 30 | Status origen: 1,,2025-12-22 13:30:07,,,,0,0,2200,[],,0
843,branch:default,59,EFECTIVO,MENUDEO,2360,0,2360,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2360 | Fecha limite origen: 2026-01-21 | Dias restantes origen: 30 | Status origen: 1,,2025-12-22 14:21:08,,,,0,0,2360,[],,0
844,branch:default,2,EFECTIVO,MENUDEO,190,0,190,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 190 | Fecha limite origen: 2025-12-22 | Dias restantes origen: 0 | Status origen: 1,,2025-12-22 15:34:46,,,,0,0,190,[],,0
845,branch:default,46,EFECTIVO,MENUDEO,1102.5,0,1102.5,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1102.5 | Fecha limite origen: 2026-01-21 | Dias restantes origen: 30 | Status origen: 1,,2025-12-22 18:33:16,,,,0,0,1102.5,[],,0
846,branch:default,52,EFECTIVO,MENUDEO,607,0,607,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 607 | Fecha limite origen: 2026-01-21 | Dias restantes origen: 30 | Status origen: 1,,2025-12-22 19:39:47,,,,0,0,607,[],,0
847,branch:default,58,EFECTIVO,MENUDEO,832,0,832,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 832 | Fecha limite origen: 2026-01-21 | Dias restantes origen: 30 | Status origen: 1,,2025-12-22 19:42:14,,,,0,0,832,[],,0
848,branch:default,57,EFECTIVO,MENUDEO,1900,0,1900,MANUEL DOBLADO,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1900 | Fecha limite origen: 2026-01-21 | Dias restantes origen: 30 | Status origen: 1,,2025-12-22 19:54:05,,,,0,0,1900,[],,0
849,branch:default,36,CREDITO,MENUDEO,857,0,857,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Fecha limite origen: 2026-01-07 | Dias restantes origen: 15 | Status origen: 1,,2025-12-23 13:25:09,,,,0,857,0,[],,0
850,branch:default,46,EFECTIVO,MENUDEO,343,0,343,CALLE NUEVO LEON,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 343 | Fecha limite origen: 2026-01-22 | Dias restantes origen: 30 | Status origen: 1,,2025-12-23 14:53:33,,,,0,0,343,[],,0
851,branch:default,46,EFECTIVO,MENUDEO,90,0,90,CALLE NUEVO LEON,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 90 | Fecha limite origen: 2026-01-22 | Dias restantes origen: 30 | Status origen: 1,,2025-12-23 14:56:11,,,,0,0,90,[],,0
852,branch:default,46,EFECTIVO,MENUDEO,3800,0,3800,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 3800 | Fecha limite origen: 2026-01-22 | Dias restantes origen: 30 | Status origen: 1,,2025-12-23 15:13:46,,,,0,0,3800,[],,0
853,branch:default,49,EFECTIVO,MENUDEO,4200,0,4200,DIF JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4200 | Dias restantes origen: 0 | Status origen: 1,,2025-12-23 15:42:49,,,,0,0,4200,[],,0
854,branch:default,31,EFECTIVO,MENUDEO,354,0,354,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 354 | Fecha limite origen: 2026-01-07 | Dias restantes origen: 15 | Status origen: 1,,2025-12-23 15:57:55,,,,0,0,354,[],,0
855,branch:default,3,EFECTIVO,MENUDEO,2006,0,2006,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2006 | Fecha limite origen: 2026-01-07 | Dias restantes origen: 15 | Status origen: 1,,2025-12-23 19:16:38,,,,0,0,2006,[],,0
856,branch:default,2,EFECTIVO,MENUDEO,50,0,50,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 50 | Dias restantes origen: 0 | Status origen: 1,,2025-12-23 19:41:21,,,,0,0,50,[],,0
857,branch:default,3,EFECTIVO,MENUDEO,2439.5,0,2439.5,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2439.5 | Fecha limite origen: 2026-01-07 | Dias restantes origen: 15 | Status origen: 1,,2025-12-23 20:53:21,,,,0,0,2439.5,[],,0
858,branch:default,19,EFECTIVO,MENUDEO,102,0,102,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 102 | Fecha limite origen: 2026-01-07 | Dias restantes origen: 15 | Status origen: 1,,2025-12-23 21:52:59,,,,0,0,102,[],,0
859,branch:default,29,EFECTIVO,MENUDEO,12470,0,12470,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 12470 | Fecha limite origen: 2026-01-23 | Dias restantes origen: 30 | Status origen: 1,,2025-12-24 13:13:24,,,,0,0,12470,[],,0
860,branch:default,2,EFECTIVO,MENUDEO,2100,0,2100,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 2100 | Fecha limite origen: 2025-12-24 | Dias restantes origen: 0 | Status origen: 1,,2025-12-24 13:18:26,,,,0,0,2100,[],,0
861,branch:default,3,EFECTIVO,MENUDEO,14000,0,14000,VIAJE DEL 23-DIC-25,Usuario origen: ALEXA2025 | Liquidado origen: 1 | Credito abonado origen: 14000 | Fecha limite origen: 2026-01-08 | Dias restantes origen: 15 | Status origen: 1,,2025-12-24 15:00:03,,,,0,0,14000,[],,0
862,branch:default,6,EFECTIVO,MENUDEO,250,0,250,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 250 | Fecha limite origen: 2025-12-24 | Dias restantes origen: 0 | Status origen: 1,,2025-12-24 17:40:29,,,,0,0,250,[],,0
863,branch:default,49,EFECTIVO,MENUDEO,4200,0,4200,DIF JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4200 | Fecha limite origen: 2026-01-10 | Dias restantes origen: 15 | Status origen: 1,,2025-12-26 18:41:19,,,,0,0,4200,[],,0
864,branch:default,21,EFECTIVO,MENUDEO,4160,0,4160,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4160 | Fecha limite origen: 2026-01-10 | Dias restantes origen: 15 | Status origen: 1,,2025-12-26 19:08:56,,,,0,0,4160,[],,0
865,branch:default,3,EFECTIVO,MENUDEO,194,0,194,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 194 | Fecha limite origen: 2026-01-10 | Dias restantes origen: 15 | Status origen: 1,,2025-12-26 19:19:19,,,,0,0,194,[],,0
866,branch:default,29,EFECTIVO,MENUDEO,360,0,360,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 360 | Fecha limite origen: 2026-01-25 | Dias restantes origen: 30 | Status origen: 1,,2025-12-26 22:26:33,,,,0,0,360,[],,0
867,branch:default,3,CREDITO,MENUDEO,15000,0,15000,VIAJE DEL 26-DIC,Usuario origen: ALEXA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Fecha limite origen: 2026-01-11 | Dias restantes origen: 15 | Status origen: 0,,2025-12-27 13:55:15,,,,0,15000,0,[],,0
868,branch:default,19,EFECTIVO,MENUDEO,5700,0,5700,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 5700 | Fecha limite origen: 2026-01-11 | Dias restantes origen: 15 | Status origen: 1,,2025-12-27 15:06:45,,,,0,0,5700,[],,0
869,branch:default,58,EFECTIVO,MENUDEO,250,0,250,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 250 | Fecha limite origen: 2026-01-26 | Dias restantes origen: 30 | Status origen: 1,,2025-12-27 17:33:38,,,,0,0,250,[],,0
870,branch:default,2,EFECTIVO,MENUDEO,5150,0,5150,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 5150 | Dias restantes origen: 0 | Status origen: 1,,2025-12-27 17:54:15,,,,0,0,5150,[],,0
871,branch:default,2,EFECTIVO,MENUDEO,285,0,285,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 285 | Dias restantes origen: 0 | Status origen: 1,,2025-12-27 18:48:20,,,,0,0,285,[],,0
872,branch:default,2,EFECTIVO,MENUDEO,280,0,280,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 280 | Dias restantes origen: 0 | Status origen: 1,,2025-12-27 19:36:53,,,,0,0,280,[],,0
873,branch:default,2,EFECTIVO,MENUDEO,140,0,140,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 140 | Dias restantes origen: 0 | Status origen: 1,,2025-12-29 23:10:02,,,,0,0,140,[],,0
874,branch:default,54,EFECTIVO,MENUDEO,16000,0,16000,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 16000 | Fecha limite origen: 2026-01-14 | Dias restantes origen: 15 | Status origen: 1,,2025-12-30 14:02:00,,,,0,0,16000,[],,0
875,branch:default,54,EFECTIVO,MENUDEO,16000,0,16000,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 16000 | Fecha limite origen: 2026-01-14 | Dias restantes origen: 15 | Status origen: 1,,2025-12-30 14:26:59,,,,0,0,16000,[],,0
876,branch:default,54,EFECTIVO,MENUDEO,16000,0,16000,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 16000 | Fecha limite origen: 2026-01-14 | Dias restantes origen: 15 | Status origen: 1,,2025-12-30 14:31:35,,,,0,0,16000,[],,0
877,branch:default,12,EFECTIVO,MENUDEO,1428,0,1428,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1428 | Fecha limite origen: 2026-01-29 | Dias restantes origen: 30 | Status origen: 1,,2025-12-30 15:21:11,,,,0,0,1428,[],,0
878,branch:default,2,EFECTIVO,MENUDEO,1818,0,1818,CALLE GUANAJUATO #92,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1818 | Fecha limite origen: 2025-12-30 | Dias restantes origen: 0 | Status origen: 1,,2025-12-30 15:26:56,,,,0,0,1818,[],,0
879,branch:default,37,EFECTIVO,MENUDEO,1200,0,1200,LIENZO CHARRO RAMIREZ NOGALES,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1200 | Fecha limite origen: 2026-01-14 | Dias restantes origen: 15 | Status origen: 1,,2025-12-30 16:24:23,,,,0,0,1200,[],,0
880,branch:default,49,EFECTIVO,MENUDEO,4200,0,4200,DIF JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4200 | Dias restantes origen: 0 | Status origen: 1,,2025-12-30 17:16:06,,,,0,0,4200,[],,0
881,branch:default,53,EFECTIVO,MENUDEO,4650,0,4650,NISLA C37 ARANDAS,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4650 | Fecha limite origen: 2026-01-29 | Dias restantes origen: 30 | Status origen: 1,,2025-12-30 20:21:04,,,,0,0,4650,[],,0
882,branch:default,2,EFECTIVO,MENUDEO,97,0,97,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 97 | Fecha limite origen: 2025-12-31 | Dias restantes origen: 0 | Status origen: 1,,2025-12-31 14:39:44,,,,0,0,97,[],,0
883,branch:default,12,EFECTIVO,MENUDEO,1150,0,1150,SAN RAFAEL,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1150 | Fecha limite origen: 2026-01-30 | Dias restantes origen: 30 | Status origen: 1,,2025-12-31 15:16:42,,,,0,0,1150,[],,0
884,branch:default,53,EFECTIVO,MENUDEO,4985,0,4985,HERRADURA 1 ARANDAS,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 4985 | Fecha limite origen: 2026-01-30 | Dias restantes origen: 30 | Status origen: 1,,2025-12-31 15:47:52,,,,0,0,4985,[],,0
885,branch:default,60,CREDITO,MENUDEO,39600,0,39600,DEGOLLADO,Usuario origen: ALONDRA2025 | Liquidado origen: 0 | Credito abonado origen: 0 | Fecha limite origen: 2026-01-30 | Dias restantes origen: 30 | Status origen: 0,,2025-12-31 16:20:28,,,,0,39600,0,[],,0
886,branch:default,60,EFECTIVO,MENUDEO,26400,0,26400,DEGOLLADO,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 26400 | Fecha limite origen: 2026-01-30 | Dias restantes origen: 30 | Status origen: 1,,2025-12-31 17:10:27,,,,0,0,26400,[],,0
887,branch:default,61,EFECTIVO,MENUDEO,1770,0,1770,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1770 | Fecha limite origen: 2026-01-15 | Dias restantes origen: 15 | Status origen: 1,,2025-12-31 17:17:41,,,,0,0,1770,[],,0
888,branch:default,2,EFECTIVO,MENUDEO,28,0,28,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 28 | Fecha limite origen: 2025-12-31 | Dias restantes origen: 0 | Status origen: 1,,2025-12-31 19:14:58,,,,0,0,28,[],,0
889,branch:default,2,EFECTIVO,MENUDEO,21,0,21,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 21 | Dias restantes origen: 0 | Status origen: 1,,2025-12-31 19:17:57,,,,0,0,21,[],,0
890,branch:default,58,EFECTIVO,MENUDEO,326,0,326,JESUS MARIA,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 326 | Dias restantes origen: 0 | Status origen: 1,,2025-12-31 20:15:19,,,,0,0,326,[],,0
891,branch:default,12,EFECTIVO,MENUDEO,345,0,345,SAN RAFAEL,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 345 | Fecha limite origen: 2026-02-01 | Dias restantes origen: 30 | Status origen: 1,,2026-01-02 15:35:17,,,,0,0,345,[],,0
892,branch:default,2,EFECTIVO,MENUDEO,879,0,879,CALLE GUANAJUATO #92,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 879 | Fecha limite origen: 2026-01-02 | Dias restantes origen: 0 | Status origen: 1,,2026-01-02 15:52:28,,,,0,0,879,[],,0
893,branch:default,62,EFECTIVO,MENUDEO,1698,0,1698,EL SABINITO,Usuario origen: ALONDRA2025 | Liquidado origen: 1 | Credito abonado origen: 1698 | Fecha limite origen: 2026-01-17 | Dias restantes origen: 15 | Status origen: 1,,2026-01-02 18:53:34,,,,0,0,1698,[],,0
